ID,Date,User,Sentiment,CleanTweets,,,, 
1.12253E+18,4/28/2019 16:08,TeslaOpinion2,negative,Hempton With 40 of the parts cost being battery amp cost constantly going down 3 amp Y will end up with a lower sticker price than ICE almost 1 5 to fuel in some Eu countries Global SUV market expected to cross 21 million units by 2020 Tesla unbeatable on Autonomy data chip NN,,,,
1.12252E+18,4/28/2019 15:31,D4_C0D3R,negative,Trying to find Peter Bannon to follow him on Twitter after the talk he gave at s autonomy day But other than LinkedIn it appears his online presence is lacking,,,,
1.12252E+18,4/28/2019 15:30,MatCMeier,positive,Must listen to podcast about Tesla s Autonomy Day for tsla bulls amp tslaq bears Brilliant amp brutal via and,,,,
1.12252E+18,4/28/2019 15:20,TeslaOpinion2,positive,That s Waymo proving you don t need Lidar Waymo doesn t have real data in big enough quantities without cars Simulated data isn t good for training because real life driving is far messier Tesla already has 1 billion miles amp growing tslaq,,,,
1.12252E+18,4/28/2019 15:13,ersininankul,positive,Tesla s new AI chip isn t a silver bullet for self driving cars,,,,
1.12252E+18,4/28/2019 15:12,jamiemoffett,neutral,Elon Musk says Tesla robotaxis are coming and soon via,,,,
1.12251E+18,4/28/2019 14:56,Esist_Me,positive,Stayinformed technology Tesla s new AI chip isn t a silver bullet for self driving cars via verge tech technews,,,,
1.12251E+18,4/28/2019 14:43,RichardRyszardR,positive,Hempton Tesla is a cult justified one and there s no company which will replace them in this decade They will get at least 10Bs from around the world and make it back as 1T company which mainly supply energy and autonomy Mark words,,,,
1.12251E+18,4/28/2019 14:42,derykhouston,neutral,Commented on TSLA Tesla sht pqoe67 amp shu srjk6 Why Did The Autonomy Vehicle Day Turn Me Bullish,,,,
1.12251E+18,4/28/2019 14:20,slefebvremerlin,positive,Self Driving Car Tesla Autonomy Investor Day Self Driving Car Tesla just held an autonomy investor day to show off their latest tech and software as well as to show how the company plans to take adva,,,,
1.12249E+18,4/28/2019 13:36,danhernandezATX,positive,Good way to catch up on what Musk announced Tesla Autonomy Day Video amp Dozens Of Quotes,,,,
1.12249E+18,4/28/2019 13:27,TeslaOpinion2,positive,Hempton Look at what they ve got for their money below Far superior powertrain battery amp dedicated FSD chip Tesla 1 5B Other auto 7 10B each Tesla R amp D covers Autonomy software computer Y Semi Roadster amp Pickup tslaq,,,,
1.12248E+18,4/28/2019 12:56,tslaqpodcast,positive,Wonder how much the autonomy day and declaring premature victory in Robo taxis by Tesla factored into the strategic decision to attack Tesla head on was muted in their response this Chinese company is turning the amplification up to 11 Spinal Tap style,,,,
1.12248E+18,4/28/2019 12:53,24k,positive,Last week in tech Autonomous Teslas laundry folding robots and a fast Nike shoe via tesla robot autonomous technology technews tech,,,,
1.12248E+18,4/28/2019 12:29,TeslaOpinion2,negative,Hempton And with such insanely productive R amp D Tesla 1 5B Other auto 7 10B each Tesla R amp D covers Autonomy SW HW Model Y Semi Roadster amp Pickup everything we don t know about For eg Tesla s FSD chip is FAR superior amp only took 3 years tslaq,,,,
1.12247E+18,4/28/2019 11:53,Seb_Vaessen,neutral,Tesla Autonomy Day Video amp Dozens Of Quotes,,,,
1.12246E+18,4/28/2019 11:38,techjunkiejh,positive,Tesla s autonomy event Impressive progress with an unrealistic timeline Ars Technica Tesla,,,,
1.12246E+18,4/28/2019 11:29,Sam__Cash,positive,A great breakdown of Tesla s Autonomy day announcements The crux of which is the company building their own chips going full stack and a claim of a 21x improvement in frame rate processing with their FSD hardware,,,,
1.12246E+18,4/28/2019 11:22,ElonMuskNewsOrg,positive,Tesla s Autonomy Day and Elon Musk s vision for a full self driving future without LiDAR,,,,
1.12246E+18,4/28/2019 11:10,antonio_s_t,negative,Elon Musk calls self driving laser sensors lame at Tesla s Autonomy Day,,,,
1.12245E+18,4/28/2019 10:51,futuresagency,neutral,Tesla Autonomy Day Video amp Dozens Of Quotes CleanTechnica,,,,
1.12245E+18,4/28/2019 10:20,TeslaOpinion2,negative,Tesla s Insane R amp D productivity 2018 Tesla 1 5B Other auto 7 10B each Tesla R amp D covers Autonomy software computer Model Y Semi Roadster amp Pickup plus everything else we don t know about tslaq,,,,
1.12245E+18,4/28/2019 10:18,felixnaser,neutral,Tesla s Autonomy Day and AI deeplearningatscale,,,,
1.12244E+18,4/28/2019 10:12,ManriqueValdor,positive,PopSci Last week in tech Autonomous Teslas laundry folding robots and a fast Nike shoe,,,,
1.12244E+18,4/28/2019 10:02,leeks28,neutral,Consumers will demand at some stage that people aren t allowed to drive these two ton death machines via,,,,
1.12243E+18,4/28/2019 9:00,PopSci,positive,Last week in tech Autonomous Teslas laundry folding robots and a fast Nike shoe,,,,
1.12242E+18,4/28/2019 8:42,EskoKilpi,neutral,Tesla ride sharing,,,,
1.12242E+18,4/28/2019 8:38,antonyslumbers,positive,Tesla s new self designed chip for their cars is capable of 147 trillion operations per second Almost comical isn t it How many,,,,
1.12241E+18,4/28/2019 8:19,icoservices,negative,Autonomy Day brings flat cash flow expectations to Tesla,,,,
1.1224E+18,4/28/2019 7:08,KarnageKane,neutral,Biggest thing to happen was Tesla Autonomy Day The Machines were awoken,,,,
1.12239E+18,4/28/2019 6:29,vijaygovindan17,positive,Web Design Tesla is not a car company They are an integrated energy company with a heavy tech focus Hard to judge the Y that doesn t exist as a flop Yet Ford is barely worth more than Tesla Must sting Autonomy EV s No answer Got it,,,,
1.12238E+18,4/28/2019 6:19,916CarNews,positive,Thanks to Tesla s Autonomy Day We Get to See the Real Interior of the 2020 Tesla Roadster Including the Rear Seats,,,,
1.12238E+18,4/28/2019 6:07,moueller1961,positive,PODCAST AUTONOCAST The gang discusses Tesla s decision to develop a chip in house All that plus a brief discussion at end about Rivian s deal with Ford the most controversial co in autonomous driving technology startup AutonomousVehicles,,,,
1.12238E+18,4/28/2019 6:03,vijaygovindan17,negative,Web Design With 70B in profits where is Ford in autonomy or EV s Why is a smaller company almost broke Q says kicking their rear They are doing poorly in China and shifting to higher profit SUV s and trucks Invested 500m in Rivian Tesla are coming for them with the Y and pickup,,,,
1.12238E+18,4/28/2019 5:59,Chanlanka,positive,j crisp Happy for you Issue is how long do we have to wait my worry is before that day a Chinese Indian copy of the same in my part of the streets If in likewise mobile revolution caliber I don t mind But what if not What about autonomy,,,,
1.12237E+18,4/28/2019 5:37,jmbpas1,neutral,Tesla Autonomy Investor Day What we learned what we can look forward to via,,,,
1.12237E+18,4/28/2019 5:21,CollinFischer86,positive,Robot Axis nice touch Elon Will Tesla s Robotaxis Come to Its Rescue,,,,
1.12237E+18,4/28/2019 5:11,TechGritsNews,negative,Future version of the Tesla Roadster will have an unbelievable autonomy techgrits teslaautonomyday SelfDrivingCars ElonMusk AutonomousVehicles roadster FUTURE,,,,
1.12237E+18,4/28/2019 5:06,NmotionTravel,positive,Dear loved your Tesla autonomy talk Watched all 3 hrs I m wondering how well does nav on autopilot work on a dirt road Is there a lot of data on it already for learning data sets Thanks Brother,,,,
1.12236E+18,4/28/2019 4:59,newscargt,positive,Thanks to Tesla s Autonomy Day We Get to See the Real Interior of the 2020 Tesla Roadster Including the Rear Se,,,,
1.12235E+18,4/28/2019 4:02,MCvanZijl,neutral,Whoever didn t stand up at Tesla and didn t tell Elon the Autonomy day should be about 2 weeks AFTER Q1 earnings call should be fired Tsla elonmusk,,,,
1.12234E+18,4/28/2019 3:17,tatiananova9,negative,I ve just watched tesla autonomy day presentation and i must say that my mind is literally blown and I ve never been so excited about what s coming Your vision is absolutely insane Please never give up on turning it into reality,,,,
1.12233E+18,4/28/2019 3:00,Newturbos,positive,Thanks To Tesla s Autonomy Day We Get To See The Real Interior Of The 2020 Tesla Roadster Including The Rear Top Speed three days before tesla reported its devastating losses per share for the q1 2019 twitter user hamid published a compelling and somewhat surprisin,,,,
1.12233E+18,4/28/2019 2:52,takthesis,positive,Tesla Autonomy Day Event in 15 Minutes Robotaxi amp Full Self Driving via,,,,
1.12233E+18,4/28/2019 2:36,autonewssiite,positive,Thanks to Tesla s Autonomy Day We Get to See the Real Interior of the 2020 Tesla Roadster Including the Rear Seats Three days before Tesla reported its devastating losses per share for the Q1 2019 Twitter user Hamid published a compelling and somewhat surprising video of,,,,
1.12233E+18,4/28/2019 2:29,My_Octane,positive,Thanks to Tesla s Autonomy Day We Get to See the Real Interior of the 2020 Tesla Roadster Including the Rear Seats via,,,,
1.12233E+18,4/28/2019 2:23,Autotestdrivers,negative,Thanks to Tesla s Autonomy Day We Get to See the Real Interior of the 2020 Tesla Roadster Including the Rear Seats Three days before Tesla reported its devastating losses per share for the Q1 2019 Twitter user Hamid published Cars Autos Automotive,,,,
1.1223E+18,4/28/2019 0:25,DCSUYD,positive,Similar but different interpretation of the event interesting to read the various POV s Tesla s autonomy event Impressive progress with an unrealistic timeline,,,,
1.12229E+18,4/28/2019 0:18,rrosenbl,positive,149 will be out shortly with Q1 Earnings Call amp Autonomy as main focus I neglected to include this release which validates my excitement note TesLA FSD system yields far more range through much less power consumption,,,,
1.12228E+18,4/27/2019 23:21,DanLaChapelle,positive,Tesla fans like to say that you don t need lidar if you have good enough vision algorithms but this ignores the fact that self driving software is inherently probabilistic,,,,
1.12228E+18,4/27/2019 23:18,BlakeLinton,negative,The s compute power is around 10 18 FLOPS At Autonomy Day we saw uses the compute power of all cars in its fleet to analyze data to train its neural net In a few months when there are 100k Teslas w FSD chips the Tesla network will have combined compute power gt,,,,
1.12227E+18,4/27/2019 22:32,norse_creative,positive,Ross I used to be a huge Tesla fan After Elon s ramp troubles last spring amp I feel he is not maturing as a leader amp business strategist but continues thinking like an idealist startup Autonomy day was so amateurish I sold all my TSLA lost confidence robo vision no realism,,,,
1.12226E+18,4/27/2019 22:18,cyber_wolf35,positive,Fizz2 leaves the software side as a big unknown for investors after autonomy day imo It is however the greatest problem with FSD and always has been At the same time as the largest holder of real world data for development of software Tesla is also in the best position to make,,,,
1.12226E+18,4/27/2019 22:18,datschidave25,positive,As a deep learning engineer i think given the amount of data Tesla is collecting and will collect it will be an easy win in the race to lv 5 autonomy for them,,,,
1.12226E+18,4/27/2019 22:09,Harbles,neutral,I hope we can see a public event similar to the autonomy event featuring the propulsion team and a roll out for the Raptor once it is deemed operational by,,,,
1.12226E+18,4/27/2019 22:03,Ijim_johansen,positive,Hey Tasha Will you be making a podcast talking about tesla autonomy day and impressions Would love to hear your insightful opinion on this,,,,
1.12226E+18,4/27/2019 21:58,ruptapas,positive,just watched the Tesla Autonomy Day event Thanks for explaining the technology behind it very less company will present their technology as a tutorial to the world Best of luck to the team for robotaxi teslaautonomyday you guys are great,,,,
1.12226E+18,4/27/2019 21:51,cosmichome,positive,Good video with a common sense analysis of Tesla s autonomous driving tech Self Driving Car Tesla Autonomy Investor Day via,,,,
1.12225E+18,4/27/2019 21:20,skuciemba,positive,A concise but thorough primer on the challenges of automated driving Tesla s autonomy event Impressive progress with an unrealistic timeline,,,,
1.12224E+18,4/27/2019 20:57,thenonconsensus,positive,On autonomy Tesla made a calculated tradeoff to get more data in exchange for less sensor redundancy This seems like the right approach for now If they end up needing sensor redundancy and LIDAR gets cheap enough why can t they retrofit LIDAR,,,,
1.12224E+18,4/27/2019 20:50,thenonconsensus,positive,Find my latest thoughts on TSLA after a busy week Autonomy Investor Day 1Q earnings here,,,,
1.12224E+18,4/27/2019 20:46,autonomyEV,positive,truth Steve I was just thinking If tesla nails autonomy makes a fleet Tesla will have demonstrated all the main pieces tech required to show feasibility of master plan part 1 2 to the industry I think thats really why Musk is so dead set on it and trying to get it done ASAP,,,,
1.12224E+18,4/27/2019 20:42,lt_ethe,positive,When full autonomy arrives dog mode will have a hook for a leash and your Tesla will walk the dog around the block,,,,
1.12224E+18,4/27/2019 20:35,jkkleo19,positive,BIGfund Knee Win Ppl got thier blinders on so much that they cannot see what an investment Tesla is in future or even currently compared to any upcoming evs or existing They ve a supercharger ntwrk a gigafactory battery tech autonomy tech,,,,
1.12223E+18,4/27/2019 20:22,babakbani,positive,Tesla Autonomy Day An interesting update on the research and benefits AI ML Deep Learning coupled real time user provided data,,,,
1.12223E+18,4/27/2019 20:17,El_Zech,positive,The Tesla Autonomy Day event presentation will totally humble you and absolutely inspire you at the same time If you have strong interest in technology the 3hr video will never be a waste of your time Tesla cars can now FULLY drive themselves the full is significant,,,,
1.12223E+18,4/27/2019 20:14,dringdoll,neutral,No humans harmed in the pocess of labeling this data Robotaxi is coming Tesla Autonomy Day,,,,
1.12223E+18,4/27/2019 19:52,ShireenPasha,positive,Apple might be a good partner as well I like both and cook Of course Tesla would have to maintain autonomy It would be so cool,,,,
1.12222E+18,4/27/2019 19:06,ahmed_dabbagh,positive,From my years of experience in R amp D in semiconductors for automotive I doubt that Tesla is able to build its claimed the best AI Chip without bugs and some corner cases technology innovation artificialintelligence semiconductors,,,,
1.12221E+18,4/27/2019 18:51,Dremekek,positive,So after seeing Autonomy Investor Day can you clarify for me a bit Tesla vehicles have been building their neural network with data captured from how human drivers react to those unlikely scenarios If so that d be amazing given how many cars you have active,,,,
1.12221E+18,4/27/2019 18:35,Nidocamen,positive,Sorry to criticize but you completely left Tesla out of your article They will be first with full autonomy and already have a very good track record with Navigate on Autopilot They have the largest fleet collecting real world data and it s expanding very quickly,,,,
1.12221E+18,4/27/2019 18:28,erlan_diercule,neutral,Tesla Autonomy Investor Day is here here s how to watch,,,,
1.12221E+18,4/27/2019 18:28,Bfklin,positive,truth Interesting watching Elon shift on autonomy day He realized EV vehicles alone not enough to drive people to his cars ICE cars work He realized his differentiator is a programmable fleet and approaching autonomy Kudos grabbing adv w both hands,,,,
1.1222E+18,4/27/2019 18:18,CNBC,positive,Elon Musk sent a two line email telling employees how great Tesla s autonomy day was but the plan has lots of holes,,,,
1.1222E+18,4/27/2019 18:09,S100D27,negative,Some thoughts on after Q1 earnings and a disastrous week Autonomy Day was amazing Tesla clearly has a technological advantage and I am confident they will bring FSD before anyone else Pivoting to robotaxis was the wrong move and suffered from poor messaging,,,,
1.1222E+18,4/27/2019 18:03,SallyCharles_93,neutral,Tesla Autonomy day is here Here s how to watch,,,,
1.12219E+18,4/27/2019 17:32,EnLyvoApp,positive,Look at how Tesla Autonomy event go With over hundred thousands of viewers that is what video live streaming can add the value to your business Try See the different,,,,
1.12219E+18,4/27/2019 17:28,FSD93660118,positive,tesla fsd autonomous cars will create or lead to its own industry autonomy where ML models classify sensor data and issue instructions without human intervention,,,,
1.12219E+18,4/27/2019 17:25,slashML,neutral,From Tesla Autonomy Day Andrej Karpathy about NN applications in self driving cars,,,,
1.12219E+18,4/27/2019 17:08,John_Gardi,positive,Tesla s autonomy event Impressive progress with an unrealistic timeline I beg to differ but a good breakdown of the near term issues will face and how others are using neural networks for self driving,,,,
1.12218E+18,4/27/2019 17:03,EsistScience,positive,Stayinformed Science Last week in tech Autonomous Teslas laundry folding robots and a fast Nike shoe via PopSci,,,,
1.12217E+18,4/27/2019 16:24,EMichaelBall,negative,Elon claims you can make tens of thousands per year if you rent a Tesla out During the autonomy presentation I think he claimed 50k year which probably means 20 25k year Supposedly pre ordering a Y now 2 500 down fully refundable will lock in the current FSD price,,,,
1.12217E+18,4/27/2019 16:23,Bfklin,neutral,Don t think limiting factor yet Tesla also working on next chip gen Think Elon realized the competitive advantage he has is his programmable fleet and autonomy potential not just EV for EV sake,,,,
1.12217E+18,4/27/2019 16:22,mikevargo,positive,anyone can build an FSD chip from scratch It s all just linear algebra The tesla autonomy day video was awesome,,,,
1.12217E+18,4/27/2019 15:56,zhanweiz,positive,Tesla autonomy day was really impressive Karpathy s presentation was great Lots of cool stuff Their data engine is unstoppable It s going to be the best driver assist ever But no way their vision only radar is going to be full self driving in 5 years time,,,,
1.12215E+18,4/27/2019 15:05,dc4bs,positive,Alex Rhodes And R amp D continously going into FSD Had Tesla not bothered they would be in much better shape on the books But going forward it will be the major reason they win The yawn fest reports by some attendees of the Autonomy day event simply means they just DON T get it,,,,
1.12213E+18,4/27/2019 13:37,TABComputerSys,neutral,Tesla Autonomy Day YouTube video,,,,
1.12213E+18,4/27/2019 13:07,rivergecko,neutral,Elon Musk and the RoboTaxi why it matters to you My Urban Car With orders for the Tesla model 3 opening in the UK next week here s what we learned from autonomy day presentation last week,,,,
1.12212E+18,4/27/2019 12:31,itzkriishna,neutral,Tesla building battery for 1 million miles,,,,
1.12211E+18,4/27/2019 12:23,AXADavidW,positive,I would not trust its Autonomy claim because the company has claimed its Auto Pilot feature is Almost Autonomous IT IS NOT ALMOST AUTONOMOUS and it gives autonomy a bad rap Wise words I also fear Tesla don t use LiDAR for commercial reasons,,,,
1.12211E+18,4/27/2019 11:58,CoolElectricCar,positive,Electrek Podcast TSLA earnings Tesla Autonomy new Model S X upgrades and more Electrek,,,,
1.12211E+18,4/27/2019 11:56,jamessfoster,positive,Overtake on which metric though I expect Tesla to be more focused on Tesla Network than selling cars within 5 years Natural that a Chinese manufacturer might overtake them on sales but will those cars be capable of autonomy,,,,
1.1221E+18,4/27/2019 11:19,ProductionSCurv,positive,Adom Lol 20x multiple Also lol 10m cars when tsla still only makes 4 5k M3 wk Also lol 30k yr pure profit from 30k robotaxi Also lol Tesla autonomy Too many lols,,,,
1.12209E+18,4/27/2019 10:58,elacuariano_ar,positive,If Waymo or Tesla succeed at level 5 autonomy before Uber I don t see much value in Uber,,,,
1.12209E+18,4/27/2019 10:55,Ladas,positive,Tesla showcases Autopilot Full Self Driving tech in Autonomy Day Live Blog,,,,
1.12208E+18,4/27/2019 10:20,jordimash,positive,On how Tesla is leveraging more and more in deep networks built their own GPU CPU and how they are collecting massive amount of data to train models Impressive,,,,
1.12208E+18,4/27/2019 9:54,futureof_mobi,positive,Tesla s autonomy event Impressive progress with an unrealistic timeline autonomous electric car via,,,,
1.12206E+18,4/27/2019 8:52,worldvoipcenter,negative,Elon Musk is annoying the hell out of people who work with self driving cars Elon Musk really went for it this week at Tesla s Autonomy Day ripping into widely used self driving technology like laser sensors and over promising to put 1 million self d,,,,
1.12206E+18,4/27/2019 8:40,mosleydevil,positive,WATCH LIVE TESLA Autonomy Day Event via,,,,
1.12205E+18,4/27/2019 8:04,mitchSGB,neutral,RoboTaxi by Tesla Autonomy Day Event Recap,,,,
1.12204E+18,4/27/2019 7:42,smileyborg,positive,Finally getting around to watching Tesla s autonomy day presentation 2 5 hours of content The depth and technical detail is incredible Definitely confidence inspiring their strategy looks likely correct but Elon s timelines are still very optimistic shocking I know,,,,
1.12203E+18,4/27/2019 7:06,reviews_blogger,negative,Wall Street calls Tesla s autonomous plan half baked doubts it can beat Lyft Nvidia and Google Tesla CEO Elon Musk touted robotaxis by 2020 on Tesla autonomy investor day and Wall Street s reaction Not impressed,,,,
1.12203E+18,4/27/2019 7:00,_david_011,positive,p And secondly NVIDIA admitted themselves that Tesla is making great self driving chips At their first shot in making a self driving chip NVIDIA recognized that Tesla made a great chip That is super impressive Autonomy is going to be huge and Tesla is in a prime position,,,,
1.12203E+18,4/27/2019 6:47,_david_011,positive,p It is Fact 1 the market for cars is huge Fact 2 Tesla makes Model S and Model 3 are at the top of their segment in sales numbers Even if Daimler will equal Tesla in electric cars there will be enough market for them to coexist Also how far along is Daimler with autonomy,,,,
1.12202E+18,4/27/2019 6:27,dawog,positive,Tesla s autonomy event Impressive progress with an unrealistic timeline,,,,
1.12201E+18,4/27/2019 5:40,AlonsoSepulve18,negative,If the cars are still the same without substantial changes the situation will continue same in Tesla Take into account that other companies are preparing their launches and will be a lot of competition I sent emails saying that I know how to do unlimited autonomy but,,,,
1.12201E+18,4/27/2019 5:37,seonman,positive,Brad Templeton s view on Tesla FSD has changed dramatically from skepticism to optimism Tesla Bets Farm On Neural Network Based Autonomy With Impressive Presentation via,,,,
1.12201E+18,4/27/2019 5:22,Trust4Keeps,positive,Growing pool of skeptics re Musks AV amp robot taxi claims Will be decades away before complete autonomy,,,,
1.12201E+18,4/27/2019 5:21,Deep_In_Depth,positive,Tesla s new AI chip isn t a silver bullet for self driving cars DeepLearning MachineLearning AI DataScience NeuralNetworks CNN Reinforcement Learning DeepRL GPU TensorFlow Keras Caffe Pytorch Python HPC Robotics AutonomousCar Quant,,,,
1.12201E+18,4/27/2019 5:10,PRobotaxi,positive,2 2 Troll said NO WAY was I going to get to earn for my owner while they slept in 2020 I was at best approved for Level 3 autonomy and would not get my Level 4 5 by 2020 Well a girl can dream robocar av AutonomousVehicles Tesla,,,,
1.12199E+18,4/27/2019 4:06,teslastrats,positive,ElonMusk on Autonomy Day says no electricvehicle EV today can compete w Tesla ModelS from 2012 TeslaModelS innovate innovators innovator innovative innovation innovating tech technology geniusbar AppleStore teslaenergy teslamotors teslacar teslas teslalife,,,,
1.12198E+18,4/27/2019 3:41,SpaceComputing,positive,s new AI chip for self driving cars WillItWorkInSpace SpaceComputingConference2019 CC,,,,
1.12197E+18,4/27/2019 3:10,strongbridgeICT,positive,During Tesla s inaugural Autonomy Day on Monday CEO Elon Musk spoke about an idea first articulated in a document published,,,,
1.12197E+18,4/27/2019 3:00,VRReallife,neutral,Tesla held an event for its investors called Autonomy Investor Day at its office in Palo Alto CA The event showcased software upgrades to,,,,
1.12197E+18,4/27/2019 2:45,ReenaDayalYadav,positive,Yes never been more serious Autonomy works in a manner which includes inbuilt learning Hyderabad can be the perfect test bed In this scenario MachineTeaching for Indian road scenarios Deployment can happen later,,,,
1.12196E+18,4/27/2019 2:17,Bfklin,positive,Sure But that s the key part of autonomous driving is the seeing and identifying How far do you think the overall approach will get toward autonomy w Tesla,,,,
1.12196E+18,4/27/2019 2:01,IQ2US,positive,According to Tesla s FSD chip is objectively the best chip in the world Is the new hardware the future of self driving cars autonomyday,,,,
1.12196E+18,4/27/2019 1:56,VanAggson,neutral,Tesla Autonomy Investor Day What we learned about Neural nets and Robotaxis,,,,
